Dictionary,Code,Name,Text
CCI,L-BSF,Rotation speed relay,"time-rating object of rotation, with Boolean output"
CCI,L-BSG,Accelerometer transmitter,"time-rating object of speed, with scalar output"
CCI,L-BSH,Accelerometer relay,"time-rating object of speed, with Boolean output"
CCI,L-BT_,Temperature sensing object,sensing object for temperature
CCI,L-BTA,Temperature transmitter,"temperature sensing object, with scalar output"
CCI,L-BTB,Temperature switch,"temperature sensing object, with Boolean output"
CCI,L-BU_,Multi-quantity sensing object,sensing object for multiple quantities
CCI,L-BUA,Multi-sensor,"multi-quantity sensing object, with scalar output(s)"
CCI,L-BUB,Multi-detector,"multi-quantity sensing object, with Boolean output(s)"
CCI,L-BW_,Force sensing object,"sensing object for weight, force or torque"
CCI,L-BWA,Weight transmitter,"force sensing object of weight, with scalar output"
CCI,L-BWB,Weight detecting switch,"force sensing object of weight, with Boolean output"
CCI,L-BWC,Force value transmitter,"force sensing object of force, with scalar output"
CCI,L-BWD,Force detecting switch,"force sensing object of force, with Boolean output"
CCI,L-BWE,Torque value transmitter,"force sensing object of torque, with scalar output"
CCI,L-BWF,Torque switch,"force sensing object of torque, with Boolean output"
CCI,L-BX_,Audio-visual sensing object,sensing object of sound and/or visual appearance
CCI,L-BXA,Acoustic sensor,"audio-visual sensing object of sound, with scalar output"
CCI,L-BXB,Acoustic detector,"audio-visual sensing object of sound, with Boolean output"
CCI,L-BXC,Image sensor,"audio-visual sensing object of visual appearance, with scalar output"
CCI,L-BXD,Image detector,"audio-visual sensing object of visual appearance, with Boolean output"
CCI,L-BY_,Information sensing object,sensing object of stored information
CCI,L-BYA,Chip reader,information sensing object by electrical connection
CCI,L-BYB,Electromagnetic reader,information sensing object by electromagnetic field
CCI,L-BYC,Optical reader,information sensing object by light
CCI,L-BZ_,Incident sensing object,sensing object for incidents or amounts
CCI,L-BZA,Counter,"incident sensing object detecting the number of incidents, with scalar output"
CCI,L-BZB,Threshold detector,"incident sensing object detecting the number of incidents, with Boolean output"
CCI,L-BZC,Person detector,"incident sensing object detecting the presence of humans, with Boolean output"
CCI,L-BZD,Matter detector,"incident sensing object detecting the presence of matters, with Boolean output"
CCI,L-C,Slab system,space system which forms and separates space horizontally
CCI,L-C_,Ground surface construction system,technical construction system forming ground-based areas
CCI,L-C__,Storing object,object for storing for subsequent retrieval
CCI,L-CA,Subgrade construction,ground surface construction system which gives support to other constructions
CCI,L-CA_,Capacitive storing object,storing object for electric energy within an electrostatic field
CCI,L-CAA,Capacitor,capacitive storing object for electric charge
CCI,L-CB,Ground superstructure construction,ground surface construction system for hard covered outdoor space
CCI,L-CB_,Inductive storing object,storing object for electric energy within an electromagnetic field
CCI,L-CBA,Inductor,inductive storing object for inductive charge
CCI,L-CC,Traffic island construction,ground surface construction system for traffic separation area
CCI,L-CC_,Electrochemical storing object,storing object for electric energy within an electrochemical substance
CCI,L-CCA,Rechargeable battery,electrochemical storing object by reversible reactions
CCI,L-CD,Side area construction,ground surface construction system for safety zone for traffic
CCI,L-CE,Railway embankment construction,ground surface construction system for railway track support
CCI,L-CF,Vegetation area construction,ground surface construction system for vegetation areas
CCI,L-CF_,Information storing object,storing object for information
CCI,L-CFA,Information storing media,information storing object on a carrier medium
CCI,L-CG,Water management construction,"ground surface construction system for transport, storage or infiltration of water, or for space alon"
CCI,L-CH,Pipe ditch system,ground surface construction system for refilled media excavation
CCI,L-CJ,Foundation and ground support construction,ground surface construction system which carries vertical or horizontal load
CCI,L-CK,Terrain stairway/Terrain ramp construction,ground surface construction system which connects spaces at different levels
CCI,L-CL,Terrain wall construction,ground surface construction system which separates spaces
CCI,L-CL_,Open stationary storing object,storing object for matters or persons within a stationary open enclosure
CCI,L-CLA,Pool,open stationary enclosure storing object for fluids
CCI,L-CLB,Shelf,open stationary storing object for solid objects
CCI,L-CLC,Seat,open stationary storing object for persons
CCI,L-CM_,Enclosed stationary storing object,storing object for matters within a stationary closed enclosure
CCI,L-CMA,Tank,enclosed stationary storing object for fluids
CCI,L-CMB,Box,enclosed stationary storing object for solid matters
CCI,L-CN_,Moveable storing object,storing object for matters or persons within a moveable closed enclosure
CCI,L-CNA,Container,moveable storing object for solid matters or persons
CCI,L-CNB,Gas cylinder,moveable storing object for gas
CCI,L-CNC,Drum,moveable storing object for liquid
CCI,L-CP_,Thermal energy storing object,storing object of thermal energy
CCI,L-CPA,Liquid Tank,thermal energy storing object of liquid
CCI,L-CPB,Gas tank,thermal energy storing object of gas
CCI,L-CPC,Matter tank,thermal energy storing object of solid matter
CCI,L-CPD,Crystalline tank,thermal energy storing object of state changing material
CCI,L-CQ_,Mechanical energy storing object,storing object of mechanical energy
CCI,L-CQA,Flywheel,mechanical energy storing object in the form of kinetic energy
CCI,L-CQB,Spring,mechanical energy storing object in the form of elastic energy
CCI,L-CQC,Counterweight,mechanical energy storing object in the form of gravitational energy
CCI,L-D,Roof system,space system which terminates a construction entity upwards
CCI,L-D_,Rail track construction system,technical system which guides rail bound vehicles
CCI,L-DA,Ballasted railway track construction,"railway track construction system with two rails, on ballast"
CCI,L-DB,Non-ballasted railway track construction,"railway track construction system with two rails, without ballast"
CCI,L-DC,Monorail construction,railway track construction system with one rail
CCI,L-E,Gas and air system,installation system which supplies technical gases or technical air
CCI,L-E__,Emitting object,object for emitting
CCI,L-EA_,Light object,emitting object of light
CCI,L-EAA,Electric lamp,light object by electricity
CCI,L-EAB,Gas lamp,light object by gas combustion
CCI,L-EAC,Liqiud lamp,light object by liquid combustion
CCI,L-EB_,Electric heating object,emitting object of heat provided by electric energy
CCI,L-EBA,Electric boiler,electric heating object delivered by fluid
CCI,L-EBB,Electric heating surface,electric heating object delivered by a surface
CCI,L-EBC,Heating cable,electric heating object delivered by a cable
CCI,L-EBD,Electric hot air blower,electric heating object delivered by forced air
CCI,L-EBE,Arc heating object,electric heating object delivered by an electric arc
CCI,L-EBF,Induction heater,electric heating object delivered by a current flow
CCI,L-EBG,Infrared heater,electric heating object delivered by infrared radiation
CCI,L-EBH,Electric oven,electric heating object delivered by surrounding surfaces
CCI,L-EC_,Electric cooling object,emitting object of coldness provided by electric energy
CCI,L-ECA,Electric cooling surface,electric cooling object applying a cooling surface
CCI,L-ECB,Electric cold air blower,electric cooling object applying forced air
CCI,L-ECC,Compression chiller,electric cooling object utilizing phase changing
CCI,L-EE_,Wireless power object,emitting object of wireless power
CCI,L-EEA,Inductive power antenna,wireless power object utilizing inductive coupling
CCI,L-EEB,Magnetron,wireless power object utilizing microwaves
CCI,L-EEC,X-ray source,wireless power object utilizing x-rays
CCI,L-EED,Gamma ray source,wireless power object utilizing gamma rays
CCI,L-EEE,Capacitive coupler,wireless power object utilizing capacitive coupling
CCI,L-EG_,Thermal energy transfer object,emitting object of heat and coldness provided by transfer of thermal energy
CCI,L-EGA,Heat pump,thermal energy transfer object utilizing phase changing
CCI,L-EGB,Peltier element,thermal energy transfer object utilizing Peltier effect
CCI,L-EGC,Heat exchanger,thermal energy transfer object between flows by means of an intermediate material
CCI,L-EM_,Combustion heating object,emitting object of heat provided by combustion
CCI,L-EMA,Stove,combustion heating object for heating of space
CCI,L-EMB,Combustion boiler,combustion heating object for heating of fluid
CCI,L-EMC,Burner,combustion heating object for heating of solid matter
CCI,L-EP_,Thermal heating object,emitting object of heat provided by thermal energy
CCI,L-EPA,Heating surface,thermal heating object delivered by a permeable heated surface
CCI,L-EPB,Heating tube,thermal heating object delivered by heated fluid
CCI,L-EPC,Heating panel,thermal heating object delivered by a non-permeable heated surface
CCI,L-EPD,Hot air blower,thermal heating object delivered by forced air
CCI,L-EQ_,Thermal cooling object,emitting object of coldness provided by thermal energy
CCI,L-EQA,Cooling surface,thermal cooling object applying a permeable cold surface
CCI,L-EQB,Cooling panel,thermal cooling object applying a non-permeable cold surface
CCI,L-EQC,Chiller,thermal cooling object applying forced air
CCI,L-EQD,Cooler,thermal cooling object providing cold fluid
CCI,L-EQE,Cooling tube,thermal cooling object applying chilled liquid in tubes
CCI,L-ET_,Nuclear powered heating object,emitting object of heat provided by nuclear fission
CCI,L-ETA,Boiling water reactor,nuclear powered heating object providing hot water
CCI,L-ETB,Pressurized water reactor,nuclear powered heating object providing steam fluid
CCI,L-ETC,High-temperature gas-cooled reactor,nuclear powered heating object providing hot gas
CCI,L-EU_,Particle emitting object,emitting object of sub-atomic particles
CCI,L-EUA,Plasma generator,particle emitting object being ionized
CCI,L-EUB,Particle generator,particle emitting object being non-ionized
CCI,L-EV_,Acoustic wave emitting object,emitting object of acoustic waves
CCI,L-EVA,Sonar,acoustic wave emitting object utilizing ultrasonic frequencies
CCI,L-EVB,Anti-noise loudspeaker,acoustic wave emitting object utilizing audible frequencies for noise cancellation
CCI,L-F,Water and fluid system,"installation system which supplies domestic water, technical water or other liquid"
CCI,L-F__,Protecting object,object for protecting against the effects of dangerous or undesirable conditions
CCI,L-FA_,Overvoltage protecting object,protecting object related to overvoltages
CCI,L-FAA,Spark gap surge arrester,overvoltage protecting object by a spark gap
CCI,L-FAB,Varistor surge arrester,overvoltage protecting object by a varistor
CCI,L-FAC,Zener diode,overvoltage protecting object by a zener diode
CCI,L-FAD,Surge absorber,overvoltage protecting object by surge absorption
CCI,L-FB_,Earth fault current protecting object,protecting object related to earth fault currents
CCI,L-FBA,Residual current device,earth fault current protecting object that monitors an electric network and switches off in the event
CCI,L-FBB,Neutral earthing limiter,earth fault current protecting object that limits the value of an earth fault current
CCI,L-FC_,Overcurrent protecting object,protecting object related to overcurrents
CCI,L-FCA,Fuse,overcurrent protecting object that by fusing opens the circuit in which it is inserted by breaking th
CCI,L-FCB,Miniature circuit-breaker,"overcurrent protecting object capable of making, carrying and braking currents under normal circuit c"
CCI,L-FCC,Bimetal,overcurrent protecting object that opens the circuit in which it is inserted by interrupting the curr
CCI,L-FE_,Field protecting object,protecting object related to electric and/or magnetic fields
CCI,L-FEA,Electric field shield,field protecting object of electric fields
CCI,L-FEB,Magnetic field shield,field protecting object of magnetic fields
CCI,L-FEC,Electromagnetic field shield,field protecting object of electromagnetic fields
CCI,L-FL_,Pressure protecting object,protecting object related to pressure
CCI,L-FLA,Safety valve,pressure protecting object releasing steam or liquid when the pressure exceeds a set limit value
CCI,L-FLB,Safety damper,pressure protecting object opening or closing an air flow when the pressure is above or below a set l
CCI,L-FLC,Vacuum breaker,pressure protecting object preventing vacuum
CCI,L-FLD,Rupture disc,pressure protecting object that breaks open irreversibly in the event of excessive pressure differenc
CCI,L-FLE,Expansion tank,pressure protecting object provided by a volume expansion
CCI,L-FM_,Fire protecting object,protecting object related to fire
CCI,L-FMA,Fire damper,fire protecting object closing an air flow on detection of fire
CCI,L-FMB,Flue damper,fire protecting object opening or closing an air flow on detection of smoke
CCI,L-FMC,Fire-and-flue damper,fire protecting object closing an air flow on detection of smoke and/or fire
CCI,L-FMD,Fire extinguisher,fire protecting object for manual operation
CCI,L-FME,Fire blind,fire protecting object closing a passage for preventing spread of smoke and/or fire
CCI,L-FMF,Smoke curtain,fire protecting object dividing an area into smoke zones
CCI,L-FMG,Smoke closure,fire protecting object closing a hole for preventing spread of fire
CCI,L-FMH,Fire insulation,fire protecting object by a surface cover
CCI,L-FMJ,Fire retardant coating,fire protecting object by a surface coating
CCI,L-FMK,Fire impregnation,fire protecting object by impregnation
CCI,L-FN_,Mechanical force protecting object,protecting object related to mechanical force
CCI,L-FNA,Safety clutch,mechanical force protecting object providing an disconnection when a torque become too high
CCI,L-FNB,Impact protection,mechanical force protecting object absorbing impact
CCI,L-FQ_,Preventive protecting object,protecting object by barrier or obstacle
CCI,L-FQA,Protective mesh,preventive protecting object against objects passing
CCI,L-FQB,Glide protection,preventive protecting object against objects or matter sliding or drifting
CCI,L-FQC,Protective rod,preventive protecting object against falling
CCI,L-FQD,Protective rail,preventive protecting object against falling out or colliding
CCI,L-FQE,Protective fabric,preventive protecting object against physical penetration
CCI,L-FQF,Glare protection,preventive protecting object against glare
CCI,L-FQG,Splatter protection,preventive protecting object against splatter
CCI,L-FQH,Break protection,preventive protecting object against manual breakage
CCI,L-FQJ,Lock hatch cover,preventive protecting object against manual unlocking
CCI,L-FR_,Wear protection object,protecting object related to material erosion
CCI,L-FRA,Lubrication object,wear protection object providing liquid material between objects
CCI,L-FRB,Wear pad,wear protection object providing a solid separating material between objects
CCI,L-FS_,Environment protecting object,protecting object related to the local environment
CCI,L-FSA,Plaster,environment protecting object in the form of a solidified paste layer covering another object
CCI,L-FSB,Paint,environment protecting object in the form of a hardened liquid film on the surface of another object
CCI,L-FSC,Impregnation,environment protecting object in the form of an applied or induced liquid making the object resistant
CCI,L-FSD,Shelter,environment protecting object providing shelter against climatic effects
CCI,L-FSE,Seismic vibration control device,environment protecting object in the form of vibration control
CCI,L-FSF,Corrosion protection,environment protection object in the form of oxidation of metal
CCI,L-FSG,Protective seal,environment protecting object in the form of a seal on the surface of another object
CCI,L-FSH,Material separating layer,environment protecting object in the form of a capillary action breaking layer
CCI,L-G,Drainage and waste system,installation system which discharges liquid or disposes of waste
CCI,L-G__,Generating object,object for providing a controllable flow
CCI,L-GA_,Mechanical to electrical energy generating object,generating object of electric energy powered by mechanical energy
CCI,L-GAA,AC generator,mechanical to electrical energy generating object of alternating current
CCI,L-GAB,DC generator,mechanical to electrical energy generating object of direct current
CCI,L-GB_,Chemical to electrical energy generating object,generating object of electric energy powered by chemical reaction
CCI,L-GBA,Electric battery,Chemical to electrical energy generating object from a non-renewable source
CCI,L-GBB,Fuel cell,Chemical to electrical energy generating object continuously fed by fuel and oxidant
CCI,L-GC_,Solar to electrical energy generating object,generating object of electric energy from solar energy
CCI,L-GCA,Crystalline photovoltaic module,Solar to electrical energy generating object utilizing wafer based semiconducting material
CCI,L-GCB,Thin film photovoltaic module,Solar to electrical energy generating object utilizing thin film material
CCI,L-GF_,Signal generating object,generating object of signals for carrier of information
CCI,L-GFA,Electromagnetic wave transmitter,signal generating object by electromagnetic waves
CCI,L-GFB,Signal generator,signal generating object by wires
CCI,L-GL_,Continuous transfer object,generating object continuously of items
CCI,L-GLA,Belt conveyer,continuous transfer object on a belt
CCI,L-GLB,Chain conveyer,continuous transfer object on a chain
CCI,L-GLC,Roller conveyer,continuous transfer object on rollers
CCI,L-GLD,Screw conveyer,continuous transfer object propelled by a screw
CCI,L-GLE,Escalator,continuous transfer object consisting of a chain of steps
CCI,L-GLF,Paternoster,continuous transfer object consisting of chain of containers
CCI,L-GLG,Vibrating conveyor,continuous transfer object consisting on a vibrating surface
CCI,L-GM_,Discontinuous transfer object,generating object discontinuously of items
CCI,L-GMA,Wagon,discontinuous transfer object horizontally
CCI,L-GMB,Elevator,discontinuous transfer object vertically
CCI,L-GMC,Crane,discontinuous transfer object lifting and moving objects vertically and/or horizontally
CCI,L-GMD,Palletizer,discontinuous transfer object placing objects together
CCI,L-GME,Turntable,discontinuous transfer object turning a conveyed flow
CCI,L-GMF,Vibrating feeder,discontinuous transfer object moving objects in a linear flow by vibrating
CCI,L-GP_,Liquid flow generating object,generating object of liquid
CCI,L-GPA,Positive displacement pump,liquid flow generating object by forcing trapped liquid to the discharge side
CCI,L-GPB,Liquid velocity pump,liquid flow generating object by increasing the flow velocity through mechanical motion
CCI,L-GPC,Hydraulic ram pump,liquid flow generating object by transferring the kinetic energy of an input flow to an output flow
CCI,L-GPD,Lubricator,liquid flow generating object by converting potential energy to kinetic energy by gravity
CCI,L-GQ_,Gaseous flow generating object,generating object of gas
CCI,L-GQA,Gas compressor,gaseous flow generating object by forcing trapped gas to the discharge side
CCI,L-GQB,Mechanical fan,gaseous flow generating object by increasing the flow velocity through mechanical motion
CCI,L-GQC,Gas ejector,gaseous flow generating object by transferring the kinetic energy of an input flow to an output flow
CCI,L-GR_,Solar to thermal energy generating object,generating object of thermal energy from solar energy
CCI,L-GRA,Solar panel,Solar to thermal energy generating object into a fluid thermal flow
CCI,L-GRB,Solar tower,Solar to thermal energy generating object generating a fluid flow
CCI,L-H,Cooling and/or heating system,installation system which supplies cooling and/or heating
CCI,L-H_,Supply system,technical system supplying consumption
CCI,L-H__,Matter processing object,object for treating matter
CCI,L-HA,Gas and air supply system,supply system for process gas
CCI,L-HB,Liquid supply system,supply system for liquid
CCI,L-HC,Cooling supply system,supply system for cooling
CCI,L-HD,Heating supply system,supply system for heating
CCI,L-HE,Combined heating and cooling supply system,supply system for cooling and heating
CCI,L-HF,Ventilation supply system,supply system for ventilation
CCI,L-HG,Power supply system,supply system for electrical energy
CCI,L-HH,Lighting system,supply system for lighting
CCI,L-HJ,Signal supply system,supply system for signals
CCI,L-HJ_,Primary forming object,matter processing object by primary forming
CCI,L-HJA,Casting tool,primary forming object from liquid initial material state
CCI,L-HJB,Press,primary forming object from solid matter initial material state
CCI,L-HK_,Surface treatment object,matter processing object for surface treatment
CCI,L-HKA,Surface preparation machine,surface treatment object by preparation
CCI,L-HKB,Surface modification machine,surface treatment object by modification
CCI,L-HKC,Surface coating machine,surface treatment object by coating
CCI,L-HL_,Assembling object,matter processing object by joining or assembling
CCI,L-HLA,Assembly robot,assembling object by physical assembly
CCI,L-HLB,Mechanical joining machine,assembling object by mechanical joining
CCI,L-HLC,Thermal welding machine,assembling object by thermal joining
CCI,L-HLD,Chemical joining machine,assembling object by chemical joining
CCI,L-HM_,Force separating object,matter processing object by separating mixed substances by force
CCI,L-HMA,Settling tank,force separating object of particles by gravity
CCI,L-HMB,Centrifuge,force separating object of substances by rotation in a rotating chamber
CCI,L-HMC,Cyclone,force separating object of substances by rotation in a fixed chamber
CCI,L-HP_,Thermal separating object,matter processing object by thermally separating mixed substances
CCI,L-HPA,Dryer,thermal separating object removing moisture
CCI,L-HPB,Distillation column,thermal separating object generating the vaporized aggregation of a liquid
CCI,L-HQ_,Mechanical separating object,matter processing object by mechanically separating mixed substances
CCI,L-HQA,Skimmer,mechanical separating object by removing substance from the surface of a liquid
CCI,L-HQB,Separation grate,mechanical separating object of particles based on their size and/or shape
CCI,L-HR_,Electric or magnetic separating object,matter processing object by electromagnetically separating mixed substances
CCI,L-HRA,Electrostatic separator,electric or magnetic separating object utilising an electric field
CCI,L-HRB,Magnetic separator,electric or magnetic separating object separating object utilising a magnetic field
CCI,L-HS_,Chemical separating object,matter processing object by chemically separating mixed substances
CCI,L-HSA,Ion exchanger,chemical separating object utilising exchange of ions
CCI,L-HSB,Absorber,chemical separating object utilising absorption
CCI,L-HSC,Adsorber,chemical separating object utilising adsorption
CCI,L-HU_,Grinding and crushing object,matter processing object providing smaller forms of solid material
CCI,L-HUA,Cutter,"grinding and crushing object for soft, medium-hard, fibrous and tough matter"
CCI,L-HUB,Mill,grinding and crushing object for machining parts into precise sizes and shapes
CCI,L-HUC,Crusher,grinding and crushing object of rock kind
CCI,L-HV_,Agglomerating object,matter processing object providing larger forms of substances
CCI,L-HVA,Pelletizer,agglomerating object compressing or moulding a material into the shape of a pellet
CCI,L-HVB,Flocculator,agglomerating object enabling (a process wherein) colloids to come out of suspension in the form of f
CCI,L-HW_,Mixing object,matter processing object mixing different substances
CCI,L-HWA,Mixer,mixing object that provides a new property substance from different substances.
CCI,L-HWB,Humidifier,mixing object providing humid gaseous substance
CCI,L-HX_,Reacting object,matter processing object providing new material by chemical or biological reaction
CCI,L-HXA,Chemical reactor,reacting object enabling and controlling a chemical reaction
CCI,L-HXB,Fermenter,reacting object enabling and controlling a biological reaction
CCI,L-J,Ventilation system,installation system which supplies air exchange
CCI,L-J_,Transporting system,technical system which brings something from one place to another
CCI,L-JA,Gas distribution system,transport system for gas
CCI,L-JB,Water distribution system,transport system for water
CCI,L-JC,Chemical distribution system,transport system for flammable or other chemical liquids
CCI,L-JD,Liquids outflow system,transport system for liquid waste
CCI,L-JE,Solids outflow system,transport system for solid waste
CCI,L-JF,Cooling distribution system,transport system for cooling
CCI,L-JG,Heating distribution system,transport system for heating
CCI,L-JH,Combined heat and cooling distribution system,transport system for cooling and heating
CCI,L-JJ,Air distribution system,transport system for air
CCI,L-JK,Power distribution system,transport for electrical energy
CCI,L-JL,Signal distribution system,transport system for signals
CCI,L-JM,Passenger transportation system,transport system for persons
CCI,L-JN,Goods transportation system,transport system for solid goods or packets
CCI,L-K,Electrical system,installation system which supplies electrical energy
CCI,L-K_,Treatment system,technical system which provides treatment
CCI,L-K__,Information processing object,object for treating input signals and providing an appropriate output
CCI,L-KA,Solar screening system,treatment system limiting or excluding solar heat gain
CCI,L-KB,Opening control system,treatment system for automatic control of openings
CCI,L-KC,Filter system,treatment system for separating solid particles from liquid or air flow
CCI,L-KD,Separator system,treatment system for separating substances
CCI,L-KE,Mixing system,treatment system for adding substances
CCI,L-KE_,Electric signal processing object,information processing object for processing electric signals
CCI,L-KEA,Computer,electric signal processing object with human intervention
CCI,L-KEB,Control unit,electric signal processing object without human intervention for control of devices
CCI,L-KEC,Communication device,electric signal processing object without human intervention providing input/output to devices
CCI,L-KED,Router,electric signal processing object without human intervention forwarding signals between data networks
CCI,L-KEE,Card writer,electric signal processing object without human intervention saving the information provided by the i
CCI,L-KF,Pump system,treatment system for increasing pressure in a flow of liquid
CCI,L-KF_,Electric signal relaying object,information processing object for relaying electric signals
CCI,L-KFA,Relay,electric signal relaying object by forwarding without delay
CCI,L-KFB,Time relay,electric signal relaying object by forwarding with delay
CCI,L-KFC,Repeater,electric signal relaying object by repeating the input signal as an improved output signal
CCI,L-KFD,Electric network bridge,electric signal relaying object by bridging multiple data network segments
CCI,L-KFE,Electric network switch,electric signal relaying object by forwarding the input to specific devices within a data network
CCI,L-KG,Pressure and expansion system,treatment system for stabilizing pressure and volume in liquid or in gas flow
CCI,L-KG_,Optical signalling object,information processing object of optical signals
CCI,L-KGA,Optical network switch,optical signalling object actively by forwarding the input to specific devices within an optical netw
CCI,L-KGB,Optical router,optical signalling object forwarding data packages between computer networks
CCI,L-KGC,Optical repeater,optical signalling object by repeating the input signal as an improved output signal
CCI,L-KH,Transformer system,treatment system for transforming electrical energy
CCI,L-KH_,Fluid signalling object,information processing object of fluid signals
CCI,L-KHA,Fluid controller,fluid signalling object for feedback control
CCI,L-KHB,Pilot valve,fluid signalling object relaying signals
CCI,L-KJ,Antenna system,treatment system for bidirectional transforming between radio waves and electrical signals
CCI,L-KJ_,Mechanical signalling object,information processing object of mechanical signals
CCI,L-KJA,Mechanical regulator,mechanical signalling object adjusting an air or fluid flow
CCI,L-KJB,Locking cylinder,mechanical signalling object for locking/unlocking of a locking mechanism
CCI,L-KJC,Key coded device,mechanical signalling object providing a binary state of a mechanical device
CCI,L-KK,Weather station system,treatment system for transforming weather-related information into electrical signals
CCI,L-KL,Access control system,treatment system for physical separation of a flow of persons or items
CCI,L-KZ_,Multiple kind signalling object,information processing object of signals of multiple kinds
CCI,L-KZA,Multiple kind switch,multiple kind signalling object forwarding the input to specific devices
CCI,L-L,Automation system,"installation system which controls, adjusts and monitors technical systems in a context"
CCI,L-L_,Monitoring and control system,technical system which monitors and/or controls events and processes
CCI,L-LA,Gas alarm system,monitoring system which raises an alarm on the occurrence of hazardous gases
CCI,L-LB,Fire alarm system,monitoring system which raises an alarm in the presence smoke or fire
CCI,L-LC,Automation system,monitoring system which automates processes in buildings and process plants in a central unit
CCI,L-LD,Access monitor system,monitoring system which ensures authorized access for persons to an area or a construction entity
CCI,L-LE,Alarm system,monitoring technical system that raises an alarm in the presence of dangerous or undesirable conditio
CCI,L-LF,Video surveillance system,monitoring system which provides remote visual monitoring
CCI,L-M,Information and communication system,installation system which provides communications between persons or technical systems.
CCI,L-M_,Information presenting system,technical system which presents information
CCI,L-M__,Driving object,object for providing mechanical movement or force
CCI,L-MA,Warning system,information presenting system which produces a fixed sound or voice messages to warn of hazardous con
CCI,L-MA_,Electromagnetic rotational driving object,"driving object in the form of rotational torque, powered by electromagnetic force"
CCI,L-MAA,Electric motor,electromagnetic rotational driving object providing a continuous movement
CCI,L-MAB,Stepper motor,electromagnetic rotational driving object providing discrete steps
CCI,L-MB,Audio-Video system,information presenting system which produces images and/or sounds
CCI,L-MB_,Electromagnetic linear driving object,"driving object in the form of linear force, powered by electromagnetic force"
CCI,L-MBA,Linear motor,electromagnetic linear driving object providing a continuous movement
CCI,L-MBB,Electromagnet,electromagnetic linear driving object providing discrete steps
CCI,L-MC,Traffic control system,information presenting system which controls traffic
CCI,L-MC_,Magnetic force driving object,driving object powered by magnetic force
CCI,L-MCA,Permanent magnet,magnetic force driving object by permanent magnet
CCI,L-MD,Time system,information presenting system for time
CCI,L-MD_,Piezoelectric driving object,driving object powered by piezoelectric force
CCI,L-MDA,Piezoelectric motor,piezoelectric driving object by piezoelectric crystal
CCI,L-ME,Sign system,information presenting system which provides instruction in a written or symbolic form
CCI,L-ML_,Mechanical energy driving object,driving object powered by mechanical energy
CCI,L-MLA,Gravity energy drive,mechanical energy driving object releasing gravitational energy
CCI,L-MLB,Elastic energy drive,mechanical energy driving object releasing elastic energy
CCI,L-MLC,Wind turbine,mechanical energy driving object in the form of kinetic energy in blowing air
CCI,L-MLD,Water turbine,mechanical energy driving object in the form of kinetic energy in streaming water
CCI,L-MLE,Gas turbine,mechanical energy driving object in the form of kinetic energy and reaction force in streaming and/or
CCI,L-MM_,Fluid powered driving object,driving object powered by fluid displacement or pressure
CCI,L-MMA,Hydraulic cylinder,fluid powered driving object providing movement corresponding to a liquid volume
CCI,L-MMB,Pneumatic cylinder,fluid powered driving object providing movement to end positions depending on the gaseous pressure
CCI,L-MMC,Hydraulic motor,fluid powered driving object providing rotation by a flowing liquid
CCI,L-MMD,Pneumatic motor,fluid powered driving object providing rotation by a pressurized gas
CCI,L-MS_,Combustion engine,driving object powered by combustion of fuels
CCI,L-MSA,Otto cycle engine,combustion engine in cylinders with pistons powered by spark ignited combustion
CCI,L-MSB,Diesel cycle engine,combustion engine in cylinders with pistons powered by compressed ignited combustion
CCI,L-MSC,Wankel engine,combustion engine in circular compartment with eccentric rotary piston powered by spark ignited combu
CCI,L-MT_,Heat engine,driving object powered by an external heat source
CCI,L-MTA,Steam engine,heat engine utilizing expanding steam acting on one piston
CCI,L-MTB,Stirling Engine,heat engine utilizing two pistons within one heated and one cooled cylinder or cylinder part
CCI,L-N,Transportation system,installation system which transports goods or persons
CCI,L-N__,Covering object,object for enclosing partly or fully another object
CCI,L-NA_,Infilling object,covering object by filling an opening
CCI,L-NAA,Pane,infilling object permitting light entry
CCI,L-NAB,Panel,infilling object preventing entry of light and solid objects
CCI,L-NAC,Grating,infilling object permitting fluid entry
CCI,L-NAD,Sealing joint,infilling object preventing fluid entry
CCI,L-NB_,Closure object,covering object by closing an opening
CCI,L-NBA,Door leaf,closure object in a door
CCI,L-NBB,Leaf of large door,closure object in a large door
CCI,L-NBC,Cabinet door,closure object in an enclosure
CCI,L-NBD,Gate leaf,closure object in a gate
CCI,L-NBE,Hatch cover,closure object in a hatch
CCI,L-NC_,Finishing object,covering object by finishing structures
CCI,L-NCA,Paving,finishing object of a pavement
CCI,L-NCB,Wall covering,finishing object of a wall
CCI,L-NCC,Flooring,finishing object of a floor
CCI,L-NCD,Ceiling finish,finishing object of a ceiling
CCI,L-NCE,Roofing,finishing object of a roof
CCI,L-NCF,Window Sill,finishing object in an opening
CCI,L-NCG,Plant mat,finishing object of a vegetation area
CCI,L-NCH,Surface forming object,finishing object by forming the outer shape of an object
CCI,L-ND_,Terminating object,covering object by terminating another object
CCI,L-NDA,Curb,terminating object delimiting an edge of pavement or vegetation area
CCI,L-NDB,Crown,terminating object delimiting an edge of a wall
CCI,L-NDC,Raised floor edge,terminating object delimiting an edge of a floor
CCI,L-NDD,Ceiling edge,terminating object delimiting an edge of a ceiling
CCI,L-NDE,Fascia,terminating object delimiting an edge of a roof
CCI,L-NE_,Hiding object,covering object by hiding joints and transitions
