Dictionary Name,Dictionary URI,Class Name,Class Code,Class Description,Class URI
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Changing building,E-ACD,hygiene building designed for one or more persons to change clothing,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-ACD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Isolation building,E-AD_,building for human needs and human acitivity designed to cut off persons from their surroundings,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AD_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Shelter building,E-ADA,isolation building designed to isolate persons from dangerous situations,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-ADA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Prison building,E-ADB,isolation building designed to isolate persons from other persons,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-ADB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Administration building,E-AE_,building for human needs and human acitivity designed to produce an immaterial result,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AE_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Office building,E-AEA,administration building designed for production or interpretation of information,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AEA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Service building,E-AEB,administration building designed for services,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AEB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Emergency services building,E-AEC,administration building designed for acute assistance,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AEC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Production building,E-AF_,building for human needs and human acitivity designed to produce a material result,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AF_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Fabrication building,E-AFA,production building designed for mass production of products or raw materials,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AFA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Workshop building,E-AFB,production building designed for fabrication or repair of products,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AFB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Trading building,E-AG_,building for human needs and human acitivity designed for trading,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AG_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Shop building,E-AGA,small trading building designed for sale of goods,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AGA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Shopping centre,E-AGB,large trading building designed for sale of goods,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AGB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Gallery,E-AGC,small trading building designed for display of goods,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AGC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Exhibition hall,E-AGD,large trading building designed for display of goods,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AGD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Teaching building,E-AH_,building for human needs and human acitivity designed for transmission of knowledge and competencies,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AH_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,School building,E-AHA,teaching building designed for basic education,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AHA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,University building,E-AHB,teaching building designed for further education,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AHB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Course centre building,E-AHC,teaching building designed for courses,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AHC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Care facility,E-AJ_,building for human needs and human acitivity designed for health-related and other treatment and care,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AJ_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Children's institution building,E-AJA,care facility designed for care of children,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AJA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Hospital building,E-AJB,care facility designed for treatment of persons,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AJB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Care home building,E-AJC,care facility designed for care of elderly persons,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AJC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Leisure facility,E-AK_,building for human needs and human acitivity designed for relaxation or recreation,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AK_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Summer house,E-AKA,leisure facility located in an area designated for holiday house development,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AKA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Allotment hut,E-AKB,leisure facility located on an allotment site,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AKB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Gazebo,E-AKC,leisure facility located in a garden or park,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AKC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Conservatory,E-AKD,leisure facility forming an extension to a building,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AKD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Sports building,E-AL_,building for human needs and human acitivity designed for a particular sporting activity,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AL_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Sports hall,E-ALA,sports building designed for sporting activities,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-ALA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Stand,E-ALB,sports building designed for spectators,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-ALB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Swimming hall,E-ALC,sports building designed for swimming,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-ALC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Riding school,E-ALD,sports building designed for riding,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-ALD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Diving tower,E-ALE,sports building designed for diving,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-ALE
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Bowling hall,E-ALF,sports building designed for bowling,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-ALF
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Cultural building,E-AM_,building for human needs and human acitivity designed for a particular cultural activity,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AM_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Theatre building,E-AMA,cultural building designed for theatre performances or plays,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AMA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Concert building,E-AMB,cultural building designed for performance of music,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AMB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Exhibition building,E-AMC,cultural building designed for displaying objects,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AMC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Planetarium,E-AMD,cultural building designed for displaying the night sky,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AMD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Cinema building,E-AME,cultural building for displaying films,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AME
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Library building,E-AMF,cultural building designed for loaning books and other media,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AMF
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Multi-functional building,E-AMG,cultural building designed for several purposes in a shared building complex,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AMG
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Assembly hall,E-AN_,building for human needs and human acitivity designed for assemblies of large groups of persons,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AN_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Residents' hall,E-ANA,assembly hall designed for a residents' association,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-ANA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Local hall,E-ANB,assembly hall designed for a local association,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-ANB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Clubhouse,E-ANC,assembly hall designed for a club,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-ANC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Religious building,E-AND,assembly hall designed for a religious community,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AND
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Storage building,E-AP_,"building for human needs and human acitivity designed for storage of materials, equipment and organis",https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AP_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Materials store,E-APA,storage building designed for resources,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-APA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Equipment building (garage),E-APB,storage building designed for moveable technical equipment,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-APB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Animal house,E-APC,storage building designed for animals,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-APC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Greenhouse,E-APD,storage building designed for plants,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-APD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Mortuary,E-APE,storage building designed for dead bodies,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-APE
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Access building,E-AQ_,building for human needs and human acitivity designed to give access to other buildings,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AQ_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Passageway,E-AQA,access building designed to create horizontal access between two or more buildings,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AQA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Staircase tower,E-AQB,access building designed to create non-automated vertical access between two or more storeys,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AQB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Lift tower,E-AQC,access building designed to create automated vertical access between two or more levels,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AQC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Gatehouse,E-AQD,access building designed to create a link between two buildings by passing through a building,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AQD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Plant room,E-B__,construction entity designed for active technical equipment,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-B__
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Production plant,E-BA_,plant room designed for production of energy or raw materials,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BA_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Combined heat and power station,E-BAA,production plant designed for production of energy,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BAA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Water treatment works,E-BAB,production plant designed for production of drinking water,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BAB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Raw material plant,E-BAC,production plant designed for production of raw material,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BAC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Linking equipment,E-BB_,technical equipment designed to link technical systems,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BB_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Signalling equipment,E-BBA,wireless linking equipment designed for electromagnetic signals,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BBA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Transmission mast,E-BBB,linking equipment designed for electrical power and signals suspended above ground,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BBB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Cabling,E-BBC,buried cabled linking equipment designed for electrical power and signals,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BBC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Piped network,E-BBD,"linking equipment designed for gas, air and liquids",https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BBD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Coupling equipment,E-BBE,linking equipment designed for coupling or transforming in electrical installations,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BBE
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Disposal systems,E-BC_,technical equipment designed for disposal of waste products,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BC_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Chimney system,E-BCA,"disposal systems designed to remove air, steam or flue gas",https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BCA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Sewer system,E-BCB,disposal systems designed to remove wastewater,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BCB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Transport system,E-BD_,technical equipment designed to move persons or equipment,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BD_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Crane equipment,E-BDA,transport system designed to move materials over short distances,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BDA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Transporter system,E-BDB,transport system designed to move materials over larger distances,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BDB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Ropeway,E-BDC,transport system designed to move people over larger distances,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BDC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Storage equipment,E-BE_,technical equipment designed to store information or materials,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BE_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Measuring station,E-BEA,storage equipment designed for measurement data,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BEA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Landfill site,E-BEB,storage designed for refuse,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BEB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Container space,E-BEC,storage facility designed for containers,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BEC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Tank farm,E-BED,"storage facility designed for liquid, gas or other masses in sealed units",https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BED
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Pool,E-BEE,storage facility designed for liquids or other masses in open units,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BEE
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Process plant,E-BF_,technical equipment designed to treat media or materials in a process,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BF_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Pumping station,E-BFA,process plant designed to increase pressure,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BFA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Treatment pond,E-BFB,process plant designed to treat water,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BFB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Sludge treatment plant,E-BFC,process plant designed to treat sludge,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BFC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Entertainment system,E-BG_,technical equipment designed for entertainment,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BG_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Roller-coaster,E-BGA,entertainment system designed for quick and varied movement,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BGA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Merry-go-round,E-BGB,entertainment system designed for circular horizontal movement,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BGB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Ferris wheel,E-BGC,entertainment system designed for circular vertical movement,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BGC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Flume,E-BGD,entertainment system designed for flow of water,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-BGD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Infrastructure facility,E-C__,construction entity designed to create physical or technical linkage,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-C__
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Traffic facility,E-CA_,traffic system designed for traffic to cross over an obstruction,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CA_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Bridge,E-CAA,traffic system designed for traffic to cross over an obstruction,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CAA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Tunnel,E-CAB,traffic system designed for traffic to cross under an obstruction,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CAB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Transport canal,E-CAC,traffic system designed for water-borne traffic,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CAC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Rail network,E-CAD,traffic system designed for traffic on rails,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CAD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Road,E-CAE,traffic system designed for vehicular traffic,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CAE
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Footpath,E-CAF,traffic system designed for pedestrian traffic,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CAF
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Path,E-CAG,traffic system designed for bicycle and pedestrian traffic,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CAG
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Terminus,E-CB_,infrastructure facility designed for connections,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CB_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Quay,E-CBA,terminus designed for connection between water-borne and other traffic,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CBA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Platform,E-CBB,terminus designed for connection between railway and other traffic,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CBB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Crossroads,E-CBC,terminus designed for connection between road and other traffic,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CBC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Rail terminus,E-CBD,terminus designed for connection with rail transport,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CBD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Airport terminal,E-CBE,terminus designed for connection with air transport,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CBE
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Bus terminus,E-CBF,terminus designed for connection with bus transport,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CBF
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Ferry terminal,E-CBG,terminus designed for connection with ferry transport,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CBG
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Parking equipment,E-CC_,infrastructure facility designed for parking vehicles,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CC_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Cycle park,E-CCA,parking equipment designed for bicycles,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CCA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Car park,E-CCB,parking equipment designed for motor vehicles,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CCB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Sidings system,E-CCC,parking equipment designed for trains,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CCC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Airfield,E-CCD,parking equipment designed for aeroplanes,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CCD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Communication building,E-CD_,infrastructure facility designed to provide communication between people or systems,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CD_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Control tower,E-CDA,"communications building designed for control, regulation and monitoring",https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CDA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Aerial mast,E-CDB,communications building designed for electromagnetic waves,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CDB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Lighthouse,E-CDC,communications building designed to emit optical signals,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CDC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Bell tower,E-CDD,communications building designed to emit audio signals,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CDD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Water control facility,E-CE_,infrastructure facility designed for masses of water,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CE_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Dam,E-CEA,water control facility designed to retain a water level,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CEA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Canal,E-CEB,water control facility designed for guided transport of water,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CEB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Barrage,E-CEC,water control facility designed to retain a water level with an overflow,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CEC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Sluice system,E-CED,water control facility designed to adjust water level,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CED
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Mole,E-CEE,water control facility designed to protect a harbour from wave effects,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-CEE
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Landscape,E-D__,construction entity designed to delimit nature,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-D__
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Natural area,E-DA_,open shaped landscape designed for experiencing and exploiting nature,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-DA_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Beach,E-DAA,natural area consisting of sand or stone providing access to water,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-DAA
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Dunes,E-DAB,natural area in consisting of hills of sand,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-DAB
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Lake,E-DAC,natural area consisting of a body of standing water,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-DAC
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Meadow,E-DAD,natural area consisting of a moist low-lying area of grass,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-DAD
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Wetland,E-DAE,natural area consisting of shallow water or a very moist area,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-DAE
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Watercourse,E-DAF,natural area consisting of a body of running water,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-DAF
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Recreational area,E-DB_,landscape designed for rest and relaxation,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-DB_
CCI,https://identifier.buildingsmart.org/uri/molio/cciconstruction/latest,Garden,E-DBA,recreational area designed for private use,https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-DBA
